year,driver_num,driver_id,circuit,lap,position,net_gain
2019,4,norris,bahrain,54.0,6.0,443.1311111111147
2019,4,norris,bahrain,55.0,6.0,119.29472222222
2019,4,norris,bahrain,56.0,6.0,18.374166666667747
2019,4,norris,bahrain,57.0,6.0,-210.435555555556
2019,7,raikkonen,bahrain,1.0,8.0,67.4113888888895
2019,7,raikkonen,bahrain,2.0,8.0,-2.2716666666700718
2019,7,raikkonen,bahrain,3.0,8.0,4.931666666666004
2019,7,raikkonen,bahrain,4.0,8.0,16.2627777777828
2019,7,raikkonen,bahrain,5.0,8.0,-16.993055555560275
2019,7,raikkonen,bahrain,6.0,7.0,75.24583333333985
2019,7,raikkonen,bahrain,7.0,7.0,-12.066388888887928
2019,7,raikkonen,bahrain,8.0,7.0,9.88444444444508
2019,7,raikkonen,bahrain,9.0,8.0,-44.81138888888506
2019,7,raikkonen,bahrain,10.0,14.0,-88.12722222222493
2019,7,raikkonen,bahrain,11.0,10.0,476.4244444444461
2019,7,raikkonen,bahrain,12.0,9.0,-386.85083333332705
2019,7,raikkonen,bahrain,13.0,8.0,125.1244444444452
2019,7,raikkonen,bahrain,14.0,8.0,-247.1344444444386
2019,7,raikkonen,bahrain,15.0,7.0,554.3352777777744
2019,7,raikkonen,bahrain,16.0,7.0,20.56249999999625
2019,7,raikkonen,bahrain,17.0,7.0,46.23055555554822
2019,7,raikkonen,bahrain,18.0,7.0,-1.553611111113355
2019,7,raikkonen,bahrain,19.0,7.0,-53.76861111111566
2019,7,raikkonen,bahrain,20.0,7.0,-84.78333333333035
2019,7,raikkonen,bahrain,21.0,8.0,-450.8419444444494
2019,7,raikkonen,bahrain,22.0,8.0,0.4122222222224394
2019,7,raikkonen,bahrain,23.0,8.0,64.05916666666405
2019,7,raikkonen,bahrain,24.0,7.0,-108.9386111111034
2019,7,raikkonen,bahrain,25.0,7.0,91.85166666666568
2019,7,raikkonen,bahrain,26.0,8.0,-188.350555555556
2019,7,raikkonen,bahrain,27.0,8.0,8.373333333337342
2019,7,raikkonen,bahrain,28.0,8.0,27.088611111107184
2019,7,raikkonen,bahrain,29.0,8.0,19.667499999995698
2019,7,raikkonen,bahrain,30.0,8.0,77.31638888888881
2019,7,raikkonen,bahrain,31.0,8.0,-3.568333333334749
2019,7,raikkonen,bahrain,32.0,8.0,-198.4330555555481
2019,7,raikkonen,bahrain,33.0,8.0,32.34888888888989
2019,7,raikkonen,bahrain,34.0,12.0,-31.13861111111291
2019,7,raikkonen,bahrain,35.0,11.0,-30.569166666665296
2019,7,raikkonen,bahrain,36.0,10.0,239.25805555554663
2019,7,raikkonen,bahrain,37.0,10.0,-99.25916666665472
2019,7,raikkonen,bahrain,38.0,10.0,-82.04083333333972
2019,7,raikkonen,bahrain,39.0,10.0,-109.87833333333211
2019,7,raikkonen,bahrain,40.0,9.0,46.715833333331645
2019,7,raikkonen,bahrain,41.0,9.0,-98.4988888888912
2019,7,raikkonen,bahrain,42.0,9.0,-26.421388888889624
2019,7,raikkonen,bahrain,43.0,9.0,-19.320555555555586
2019,7,raikkonen,bahrain,44.0,9.0,-39.81194444444654
2019,7,raikkonen,bahrain,45.0,8.0,1.9944444444414842
2019,7,raikkonen,bahrain,46.0,8.0,-8.930277777775188
2019,7,raikkonen,bahrain,47.0,8.0,8.409444444443622
2019,7,raikkonen,bahrain,48.0,8.0,0.09500000000535636
2019,7,raikkonen,bahrain,49.0,8.0,-19.762499999999605
2019,7,raikkonen,bahrain,50.0,8.0,-7.571666666667369
2019,7,raikkonen,bahrain,51.0,8.0,1.8377777777762674
2019,7,raikkonen,bahrain,52.0,8.0,-5.529722222217188
2019,7,raikkonen,bahrain,53.0,8.0,10.684722222217275
2019,7,raikkonen,bahrain,54.0,7.0,-14.27722222222421
2019,7,raikkonen,bahrain,55.0,7.0,36.254722222226206
2019,7,raikkonen,bahrain,56.0,7.0,29.308888888884724
2019,7,raikkonen,bahrain,57.0,7.0,-108.79638888888371
2019,10,gasly,bahrain,1.0,12.0,103.16027777777332
2019,10,gasly,bahrain,2.0,12.0,17.973055555555447
2019,10,gasly,bahrain,3.0,12.0,-17.587499999998386
2019,10,gasly,bahrain,4.0,11.0,-7.968333333330435
2019,10,gasly,bahrain,5.0,11.0,12.513611111111167
2019,10,gasly,bahrain,6.0,11.0,-9.207777777769408
2019,10,gasly,bahrain,7.0,12.0,-16.644166666664063
2019,10,gasly,bahrain,8.0,12.0,4.964722222218086
2019,10,gasly,bahrain,9.0,13.0,67.45888888889213
2019,10,gasly,bahrain,10.0,17.0,-58.89250000000591
2019,10,gasly,bahrain,11.0,17.0,10.736111111107611
2019,10,gasly,bahrain,12.0,14.0,-21.29499999999898
2019,10,gasly,bahrain,13.0,13.0,21.562222222225756
2019,10,gasly,bahrain,14.0,13.0,-4.748611111104566
2019,10,gasly,bahrain,15.0,13.0,11.201111111114258
2019,10,gasly,bahrain,16.0,13.0,2.5433333333360864
2019,10,gasly,bahrain,17.0,11.0,206.5958333333339
2019,10,gasly,bahrain,18.0,11.0,-57.499166666655924
2019,10,gasly,bahrain,19.0,11.0,-33.11166666666796
2019,10,gasly,bahrain,20.0,11.0,-68.07027777777682
2019,10,gasly,bahrain,21.0,11.0,-43.58444444444484
2019,10,gasly,bahrain,22.0,10.0,545.4991666666624
2019,10,gasly,bahrain,23.0,10.0,6.546666666670717
2019,10,gasly,bahrain,24.0,10.0,-441.41694444444295
2019,10,gasly,bahrain,25.0,9.0,480.774166666674
2019,10,gasly,bahrain,26.0,9.0,-55.13999999999601
2019,10,gasly,bahrain,27.0,9.0,-91.6613888888811
2019,10,gasly,bahrain,28.0,9.0,-37.60694444443692
2019,10,gasly,bahrain,29.0,9.0,-29.056944444443502
2019,10,gasly,bahrain,30.0,9.0,-84.35138888889276
2019,10,gasly,bahrain,31.0,9.0,30.00111111110607
2019,10,gasly,bahrain,32.0,9.0,-128.87833333332594
2019,10,gasly,bahrain,33.0,7.0,249.59472222222567
2019,10,gasly,bahrain,34.0,7.0,-258.57777777778233
2019,10,gasly,bahrain,35.0,6.0,662.5905555555638
2019,10,gasly,bahrain,36.0,6.0,96.06388888889103
2019,10,gasly,bahrain,37.0,6.0,120.46638888888924
2019,10,gasly,bahrain,38.0,6.0,-701.0399999999954
2019,10,gasly,bahrain,39.0,5.0,1340.9130555555562
