year,driver_num,driver_id,circuit,lap,position,gap_ahead,net_gain
2019,88,kubica,monza,51.0,17.0,1984.756388888888,1279.3333333333328
2019,20,kevin_magnussen,monza,1.0,11.0,31.500277777782685,31.43361111111602
2019,20,kevin_magnussen,monza,2.0,11.0,65.60388888888701,5.9124999999981185
2019,20,kevin_magnussen,monza,3.0,10.0,55.838333333338596,-11.212222222216951
2019,20,kevin_magnussen,monza,4.0,10.0,66.46250000000055,19.78750000000055
2019,20,kevin_magnussen,monza,5.0,10.0,111.5738888888909,50.55638888889089
2019,20,kevin_magnussen,monza,6.0,8.0,115.023333333339,5.056944444450096
2019,20,kevin_magnussen,monza,7.0,8.0,168.3311111111061,51.064999999995024
2019,20,kevin_magnussen,monza,8.0,9.0,83.98111111111666,-84.84638888888333
2019,20,kevin_magnussen,monza,9.0,10.0,124.51500000000215,10.810000000002177
2019,20,kevin_magnussen,monza,10.0,10.0,190.46694444444802,60.41416666667027
2019,20,kevin_magnussen,monza,11.0,10.0,320.5411111111107,120.58083333333295
2019,20,kevin_magnussen,monza,12.0,10.0,431.3463888888891,106.60222222222245
2019,20,kevin_magnussen,monza,13.0,10.0,496.93638888889654,60.064166666674396
2019,20,kevin_magnussen,monza,14.0,10.0,543.87527777777,37.386388888881015
2019,20,kevin_magnussen,monza,15.0,10.0,601.3680555555575,50.94055555555758
2019,20,kevin_magnussen,monza,16.0,10.0,622.1299999999974,16.3019444444418
2019,20,kevin_magnussen,monza,17.0,10.0,649.6600000000044,16.505277777782112
2019,20,kevin_magnussen,monza,18.0,10.0,675.6644444444428,23.367499999998472
2019,20,kevin_magnussen,monza,19.0,10.0,719.5986111111124,34.746666666668034
2019,20,kevin_magnussen,monza,20.0,13.0,184.7644444444486,-543.7358333333291
2019,20,kevin_magnussen,monza,21.0,16.0,206.04305555555493,-6.571388888889516
2019,20,kevin_magnussen,monza,22.0,15.0,330.30499999999756,71.22916666666424
2019,20,kevin_magnussen,monza,23.0,14.0,152.86499999999523,-198.01138888889363
2019,20,kevin_magnussen,monza,24.0,13.0,636.9583333333358,490.8652777777802
2019,20,kevin_magnussen,monza,25.0,13.0,629.1675000000023,-5.5663888888866495
2019,20,kevin_magnussen,monza,26.0,13.0,543.5472222222234,-90.51444444444337
2019,20,kevin_magnussen,monza,27.0,13.0,163.49138888887683,-411.54027777778936
2019,20,kevin_magnussen,monza,28.0,11.0,195.7366666666694,48.62805555555829
2019,20,kevin_magnussen,monza,29.0,9.0,487.18861111111346,304.8366666666689
2019,20,kevin_magnussen,monza,30.0,8.0,517.2541666666757,31.491388888897916
2019,20,kevin_magnussen,monza,31.0,9.0,231.1183333333338,-304.6649999999996
2019,20,kevin_magnussen,monza,32.0,9.0,333.97888888888883,76.9922222222221
2019,20,kevin_magnussen,monza,33.0,9.0,465.6888888888834,116.60444444443897
2019,20,kevin_magnussen,monza,34.0,12.0,710.9283333333278,229.39194444443893
2019,20,kevin_magnussen,monza,35.0,15.0,472.6799999999985,-270.9413888888903
2019,20,kevin_magnussen,monza,36.0,15.0,461.07611111110054,-62.57500000001073
2019,20,kevin_magnussen,monza,37.0,15.0,430.71611111110633,-50.561111111115906
2019,20,kevin_magnussen,monza,38.0,15.0,375.0422222222196,-70.60027777778049
2019,20,kevin_magnussen,monza,39.0,15.0,375.2599999999966,-14.094444444447902
2019,20,kevin_magnussen,monza,40.0,15.0,375.6972222222166,-6.970833333338987
2019,20,kevin_magnussen,monza,41.0,15.0,60.6847222222259,-319.6988888888853
2019,20,kevin_magnussen,monza,42.0,14.0,448.01388888888596,424.65166666666374
2019,20,kevin_magnussen,monza,43.0,14.0,938.7550000000019,479.6205555555573
2019,26,kvyat,monza,1.0,12.0,46.463888888890324,46.397222222223654
2019,26,kvyat,monza,2.0,12.0,41.18111111111284,-0.8027777777760434
2019,26,kvyat,monza,3.0,12.0,40.42916666666679,7.383333333333454
2019,26,kvyat,monza,4.0,12.0,43.78083333333143,-3.3013888888907914
2019,26,kvyat,monza,5.0,12.0,65.1425000000063,9.991666666672963
2019,26,kvyat,monza,6.0,10.0,29.924722222219316,-41.781111111114015
2019,26,kvyat,monza,7.0,10.0,35.491944444444925,1.7002777777782612
2019,26,kvyat,monza,8.0,10.0,48.32583333333423,2.8652777777786866
2019,26,kvyat,monza,9.0,9.0,136.86805555555566,109.71138888888899
2019,26,kvyat,monza,10.0,9.0,166.36999999999807,31.403333333331403
2019,26,kvyat,monza,11.0,9.0,189.4441666666662,14.123888888888473
2019,26,kvyat,monza,12.0,9.0,234.59305555555784,33.19944444444667
2019,26,kvyat,monza,13.0,9.0,266.9430555555509,18.554722222217663
2019,26,kvyat,monza,14.0,9.0,288.36666666667224,7.3066666666722995
2019,26,kvyat,monza,15.0,9.0,242.73499999999876,-67.4855555555568
2019,26,kvyat,monza,16.0,9.0,199.6675000000023,-46.4652777777755
2019,26,kvyat,monza,17.0,9.0,184.46361111111037,-6.189444444445201
2019,26,kvyat,monza,18.0,9.0,170.09666666667,-15.525555555552216
2019,26,kvyat,monza,19.0,9.0,141.151111111104,-22.41694444445153
2019,26,kvyat,monza,20.0,9.0,123.77972222221797,-9.217222222226468
2019,26,kvyat,monza,21.0,8.0,488.82861111110014,365.7913888888779
2019,26,kvyat,monza,22.0,8.0,493.6352777777838,-6.394444444438307
2019,26,kvyat,monza,23.0,8.0,466.38944444444314,-36.34055555555676
2019,26,kvyat,monza,24.0,8.0,467.46500000000015,-14.730277777777644
2019,26,kvyat,monza,25.0,8.0,434.8675000000021,-54.816666666664446
2019,26,kvyat,monza,26.0,8.0,2.6202777777780284,-447.85638888888866
2019,26,kvyat,monza,27.0,7.0,947.0563888888901,384.05833333333464
2019,26,kvyat,monza,28.0,6.0,1006.6141666666663,130.52361111111088
2019,26,kvyat,monza,29.0,6.0,610.793888888893,-384.7430555555517
2019,26,kvyat,monza,30.0,,74.5269444444441,-557.4613888888891
2019,55,sainz,monza,1.0,8.0,54.39444444444598,54.39444444444598
2019,55,sainz,monza,2.0,8.0,70.55194444444896,38.50000000000452
2019,55,sainz,monza,3.0,8.0,188.0236111111044,115.82027777777107
2019,55,sainz,monza,4.0,8.0,174.98222222222648,-20.219166666662403
2019,55,sainz,monza,5.0,8.0,146.1783333333342,-25.331666666665768
2019,55,sainz,monza,6.0,6.0,319.2602777777829,177.3252777777829
2019,55,sainz,monza,7.0,6.0,284.7480555555521,-23.029444444447847
2019,55,sainz,monza,8.0,6.0,258.413611111122,-17.792777777766844
2019,55,sainz,monza,9.0,6.0,257.63666666666995,10.754166666669931
2019,55,sainz,monza,10.0,6.0,237.68833333333623,-9.827777777774884
2019,55,sainz,monza,11.0,6.0,263.39277777778443,42.33055555556217
2019,55,sainz,monza,12.0,6.0,281.4513888888923,41.58055555555893
2019,55,sainz,monza,13.0,6.0,290.7411111111078,26.070277777774436
2019,55,sainz,monza,14.0,6.0,293.9922222222276,18.497222222227606
2019,55,sainz,monza,15.0,6.0,352.3249999999998,65.06944444444429
2019,55,sainz,monza,16.0,6.0,389.08833333333496,49.87500000000159
2019,55,sainz,monza,17.0,6.0,429.29083333333256,59.01944444444365
2019,55,sainz,monza,18.0,6.0,464.98305555556,52.02444444444893
2019,55,sainz,monza,19.0,6.0,342.844166666664,-105.5397222222249
2019,55,sainz,monza,20.0,6.0,350.3666666666695,32.95805555555836
2019,55,sainz,monza,21.0,6.0,466.0538888888932,165.3625000000044
2019,55,sainz,monza,22.0,6.0,637.6405555555548,174.8463888888881
2019,55,sainz,monza,23.0,6.0,487.3208333333332,-147.6752777777781
2019,55,sainz,monza,24.0,6.0,492.00638888888716,8.878055555553772
2019,55,sainz,monza,25.0,6.0,508.0630555555508,29.431944444439807
2019,55,sainz,monza,26.0,6.0,539.6961111111177,41.90611111111775
2019,55,sainz,monza,27.0,6.0,905.6477777777773,381.4333333333327
2020,10,gasly,monza,1.0,10.0,33.551388888883594,33.551388888883594
2020,10,gasly,monza,2.0,10.0,60.33833333333314,15.756944444444244
2020,10,gasly,monza,3.0,10.0,64.02694444444205,8.258888888886496
2020,10,gasly,monza,4.0,10.0,66.98416666666617,13.640555555555068
2020,10,gasly,monza,5.0,10.0,62.935555555557585,-3.5161111111090833
2020,10,gasly,monza,6.0,10.0,85.28500000000076,21.42277777777855
2020,10,gasly,monza,7.0,10.0,85.12305555555577,-0.573611111110921
2020,10,gasly,monza,8.0,10.0,88.50055555555264,13.122222222219307
2020,10,gasly,monza,9.0,10.0,75.9969444444423,-9.718611111113248
2020,10,gasly,monza,10.0,10.0,90.51194444443809,17.716944444438084
2020,10,gasly,monza,11.0,10.0,92.86416666666992,9.71583333333659
2020,10,gasly,monza,12.0,10.0,96.25722222222339,1.7050000000011494
2020,10,gasly,monza,13.0,10.0,126.66499999999905,27.522777777776838
2020,10,gasly,monza,14.0,10.0,149.17305555555959,14.266944444448484
2020,10,gasly,monza,15.0,10.0,149.60472222222415,2.448611111113024
2020,10,gasly,monza,16.0,10.0,165.4513888888887,15.879722222222028
2020,10,gasly,monza,17.0,10.0,178.49416666666912,16.293333333335795
2020,10,gasly,monza,18.0,10.0,227.0341666666718,44.074722222227365
2020,10,gasly,monza,19.0,11.0,256.0852777777818,29.932222222226244
2020,10,gasly,monza,20.0,15.0,232.72916666666697,-81.97972222222188
2020,10,gasly,monza,21.0,14.0,855.901944444442,636.1499999999976
2020,10,gasly,monza,22.0,9.0,88.8933333333398,-751.2769444444378
2020,10,gasly,monza,23.0,3.0,23.116944444442197,-25.808333333335575
2020,10,gasly,monza,24.0,3.0,76.08416666667017,41.299722222225725
2020,10,gasly,monza,25.0,3.0,44.8122222222255,-31.233888888885602
2020,10,gasly,monza,26.0,3.0,2.6119444444411783,-46.166666666669926
2020,10,gasly,monza,27.0,3.0,22.713055555565006,22.379722222231674
2020,10,gasly,monza,28.0,1.0,2.9969444444413966,-39.136666666669704
2020,10,gasly,monza,29.0,1.0,,
2020,10,gasly,monza,30.0,1.0,,
2020,10,gasly,monza,31.0,1.0,,
2020,10,gasly,monza,32.0,1.0,,
2020,10,gasly,monza,33.0,1.0,,
2020,10,gasly,monza,34.0,1.0,,
2020,10,gasly,monza,35.0,1.0,,
2020,10,gasly,monza,36.0,1.0,,
2020,10,gasly,monza,37.0,1.0,,
2020,10,gasly,monza,38.0,1.0,,
2020,10,gasly,monza,39.0,1.0,,
2020,10,gasly,monza,40.0,1.0,,
2020,10,gasly,monza,41.0,1.0,,
2020,10,gasly,monza,42.0,1.0,,
2020,10,gasly,monza,43.0,1.0,,
2020,10,gasly,monza,44.0,1.0,,
2020,10,gasly,monza,45.0,1.0,,
2020,10,gasly,monza,46.0,1.0,,
2020,10,gasly,monza,47.0,1.0,,
2020,10,gasly,monza,48.0,1.0,,
2020,10,gasly,monza,49.0,1.0,,
2020,10,gasly,monza,50.0,1.0,,
2020,10,gasly,monza,51.0,1.0,,
2020,10,gasly,monza,52.0,1.0,,
2020,10,gasly,monza,53.0,1.0,,
2020,55,sainz,monza,1.0,2.0,101.79861111110313,101.79861111110313
2020,55,sainz,monza,2.0,2.0,167.82638888889505,47.5994444444506
2020,55,sainz,monza,3.0,2.0,187.6313888888917,22.490833333336127
2020,55,sainz,monza,4.0,2.0,236.39194444444456,50.0058333333335
2020,55,sainz,monza,5.0,2.0,256.31611111111306,28.718888888890888
2020,55,sainz,monza,6.0,2.0,345.6591666666727,93.76388888889483
2020,55,sainz,monza,7.0,2.0,373.9230555555587,37.667222222225405
2020,55,sainz,monza,8.0,2.0,443.0149999999994,65.03555555555499
2020,55,sainz,monza,9.0,2.0,462.0163888888874,19.675277777776273
2020,55,sainz,monza,10.0,2.0,536.0922222222225,74.43000000000035
2020,55,sainz,monza,11.0,2.0,607.1908333333413,73.03166666667471
2020,55,sainz,monza,12.0,2.0,656.8997222222224,42.26277777777807
2020,55,sainz,monza,13.0,2.0,733.9194444444502,75.05694444444998
2020,55,sainz,monza,14.0,2.0,795.6074999999964,64.67305555555208
2020,55,sainz,monza,15.0,2.0,860.2427777777757,76.47999999999809
2020,55,sainz,monza,16.0,2.0,907.8227777777784,80.49027777777837
2020,55,sainz,monza,17.0,2.0,921.0808333333362,60.64000000000317
2020,55,sainz,monza,18.0,2.0,950.076111111116,74.23194444444948
2020,55,sainz,monza,19.0,2.0,979.1002777777685,83.83361111110219
2020,55,sainz,monza,20.0,2.0,235.04416666666566,-691.9705555555566
2020,55,sainz,monza,21.0,1.0,3.626111111111129,-202.445
2020,55,sainz,monza,22.0,2.0,51.187222222219134,49.53333333333285
2020,55,sainz,monza,23.0,8.0,39.94027777777865,-25.99527777777689
2020,55,sainz,monza,24.0,6.0,50.44972222222441,48.3586111111133
2020,55,sainz,monza,25.0,6.0,63.59555555556017,37.730277777782405
2020,55,sainz,monza,26.0,6.0,47.89222222223634,1.0452777777918953
2020,55,sainz,monza,27.0,6.0,53.889722222214004,53.55638888888067
2020,55,sainz,monza,28.0,6.0,32.81750000000375,-28.852499999996247
2020,55,sainz,monza,29.0,4.0,82.81611111111215,52.52777777777882
2020,55,sainz,monza,30.0,3.0,212.80638888888643,144.59611111110866
2020,55,sainz,monza,31.0,3.0,136.1800000000003,-65.38444444444411
2020,55,sainz,monza,32.0,3.0,102.1380555555561,-26.39055555555501
2020,55,sainz,monza,33.0,3.0,64.68083333332925,-22.632777777781826
2020,55,sainz,monza,34.0,2.0,389.2911111111089,343.2661111111089
2020,55,sainz,monza,35.0,2.0,382.0388888888883,-0.6691666666673086
2020,55,sainz,monza,36.0,2.0,331.7975000000015,-41.90027777777641
2020,55,sainz,monza,37.0,2.0,319.5477777777742,-0.44194444444798364
2020,55,sainz,monza,38.0,2.0,304.7680555555571,-5.454444444442856
2020,55,sainz,monza,39.0,2.0,294.2619444444417,-3.8950000000027103
2020,55,sainz,monza,40.0,2.0,272.6686111111121,-16.517777777776814
2020,55,sainz,monza,41.0,2.0,254.58861111110218,-11.996111111120058
2020,55,sainz,monza,42.0,2.0,238.62944444444838,-6.661111111107175
2020,55,sainz,monza,43.0,2.0,232.47305555555977,4.422777777781988
2020,55,sainz,monza,44.0,2.0,203.43027777777843,-22.53638888888821
2020,55,sainz,monza,45.0,2.0,171.88527777777472,-21.643611111114183
2020,55,sainz,monza,46.0,2.0,162.99361111111193,0.7425000000007742
2020,55,sainz,monza,47.0,2.0,154.00416666667115,10.342222222226724
2020,55,sainz,monza,48.0,2.0,146.8227777777729,12.238611111106223
2020,55,sainz,monza,49.0,2.0,134.0894444444457,3.3500000000012733
2020,55,sainz,monza,50.0,2.0,143.3988888888871,18.147777777775985
2020,55,sainz,monza,51.0,2.0,145.31694444444202,10.49499999999756
2020,55,sainz,monza,52.0,2.0,95.46416666666482,-34.37388888889075
2020,55,sainz,monza,53.0,2.0,47.748055555554856,-27.061666666667364
2020,18,stroll,monza,1.0,8.0,30.839999999997417,30.57333333333075
2020,18,stroll,monza,2.0,7.0,81.75055555555991,59.35638888889325
2020,18,stroll,monza,3.0,8.0,99.08444444444467,23.706388888889123
2020,18,stroll,monza,4.0,8.0,101.17666666666992,-7.977777777774506
2020,18,stroll,monza,5.0,8.0,113.46166666665977,-6.981388888895765
2020,18,stroll,monza,6.0,8.0,88.32222222221935,-40.97500000000289
2020,18,stroll,monza,7.0,8.0,107.09527777778749,12.410000000009745
2020,18,stroll,monza,8.0,8.0,100.95527777777988,-16.008611111109005
2020,18,stroll,monza,9.0,8.0,116.28805555555664,3.655833333334428
2020,18,stroll,monza,10.0,8.0,147.08777777777505,27.088055555552813
2020,18,stroll,monza,11.0,8.0,181.06444444443878,29.049999999994327
2020,18,stroll,monza,12.0,8.0,166.38416666666672,-22.250555555555508
2020,18,stroll,monza,13.0,8.0,132.84277777777334,-50.30833333333777
2020,18,stroll,monza,14.0,8.0,143.6630555555539,0.42861111110943284
2020,18,stroll,monza,15.0,8.0,153.95444444444092,-2.404444444447961
2020,18,stroll,monza,16.0,8.0,148.50444444444474,-5.804999999999694
2020,18,stroll,monza,17.0,8.0,157.42388888889036,3.4347222222236837
2020,18,stroll,monza,18.0,8.0,163.3833333333232,-2.9936111111212256
2020,18,stroll,monza,19.0,8.0,113.60583333333125,-58.699722222224295
2020,18,stroll,monza,20.0,8.0,127.52166666667017,7.208055555559071
2020,18,stroll,monza,21.0,8.0,49.179166666673154,-78.39416666666014
2020,18,stroll,monza,22.0,3.0,2.698055555561041,-40.91527777777229
2020,18,stroll,monza,23.0,2.0,118.12277777777763,-314.5783333333335
2020,18,stroll,monza,24.0,2.0,274.6011111111029,185.0524999999918
2020,18,stroll,monza,25.0,2.0,51.045833333335395,-224.36805555555344
2020,18,stroll,monza,26.0,2.0,31.513055555550636,-18.836388888893808
2020,18,stroll,monza,27.0,2.0,12.187777777765405,11.85444444443207
2020,18,stroll,monza,28.0,5.0,83.22472222222859,67.70805555556193
2020,18,stroll,monza,29.0,5.0,57.39444444444598,-14.259999999998456
2020,18,stroll,monza,30.0,4.0,74.55972222222499,4.189444444447204
2020,18,stroll,monza,31.0,4.0,90.65333333333274,8.971111111110517
2020,18,stroll,monza,32.0,4.0,89.65027777778141,-4.545833333329696
2020,18,stroll,monza,33.0,4.0,92.71305555556046,-8.453888888883995
2020,18,stroll,monza,34.0,4.0,53.49749999999858,-52.16916666666806
2020,18,stroll,monza,35.0,3.0,211.4194444444438,164.36111111111046
2020,18,stroll,monza,36.0,3.0,220.56333333332987,-3.8544444444478927
2020,18,stroll,monza,37.0,3.0,214.02138888888203,-20.212500000006912
2020,18,stroll,monza,38.0,3.0,204.28805555554663,-18.794722222231144
2020,18,stroll,monza,39.0,3.0,229.7869444444459,15.300555555557025
2020,18,stroll,monza,40.0,3.0,245.79694444444613,11.833611111112816
2020,18,stroll,monza,41.0,3.0,254.9525000000076,4.276111111118695
2020,18,stroll,monza,42.0,3.0,233.90638888888407,-39.115000000004784
2020,18,stroll,monza,43.0,3.0,208.70333333333383,-40.647777777777236
2020,18,stroll,monza,44.0,3.0,229.075555555547,6.9830555555470255
2020,18,stroll,monza,45.0,3.0,239.75555555555547,2.8066666666665583
2020,18,stroll,monza,46.0,3.0,235.0736111111064,-15.277222222226925
2020,18,stroll,monza,47.0,3.0,246.4416666666666,-10.897500000000093
2020,18,stroll,monza,48.0,3.0,275.3047222222194,8.211111111108323
2020,18,stroll,monza,49.0,3.0,277.31888888888807,-14.735833333334199
2020,18,stroll,monza,50.0,3.0,269.51055555555195,-28.419166666670378
2020,18,stroll,monza,51.0,3.0,248.1861111111084,-35.636111111113905
2020,18,stroll,monza,52.0,3.0,288.0727777777729,20.988055555550602
2020,18,stroll,monza,53.0,3.0,236.04388888889116,-70.26194444444218
2020,4,norris,monza,1.0,3.0,87.72944444445147,87.72944444445147
2020,4,norris,monza,2.0,3.0,135.03722222222223,19.352222222222224
2020,4,norris,monza,3.0,3.0,164.29416666666475,28.549722222220282
2020,4,norris,monza,4.0,3.0,163.59722222222626,-3.526944444440403
2020,4,norris,monza,5.0,3.0,184.926666666659,14.19833333332565
2020,4,norris,monza,6.0,3.0,219.37138888888785,36.55194444444339
2020,4,norris,monza,7.0,3.0,268.10611111110575,48.531666666661295
2020,4,norris,monza,8.0,3.0,293.16750000000866,28.806388888897516
2020,4,norris,monza,9.0,3.0,338.47416666666595,42.73749999999933
2020,4,norris,monza,10.0,3.0,330.9899999999998,-11.935000000000173
2020,4,norris,monza,11.0,3.0,343.74138888888046,6.179999999991537
2020,4,norris,monza,12.0,3.0,360.4394444444488,20.93055555555992
2020,4,norris,monza,13.0,3.0,363.1316666666653,3.2469444444432156
2020,4,norris,monza,14.0,3.0,373.9963888888915,13.505833333335943
2020,4,norris,monza,15.0,3.0,378.4594444444401,-0.9900000000042724
2020,4,norris,monza,16.0,3.0,392.2811111111132,13.440000000002215
2020,4,norris,monza,17.0,3.0,392.37694444444514,2.831111111111852
2020,4,norris,monza,18.0,3.0,399.89750000000186,6.85972222222415
2020,4,norris,monza,19.0,3.0,389.84083333333547,-10.319166666664444
2020,4,norris,monza,20.0,3.0,398.6583333333392,1.6566666666725496
2020,4,norris,monza,21.0,3.0,150.9616666666734,-220.49194444443788
2020,4,norris,monza,22.0,4.0,8.996666666668716,-111.6341666666646
2020,4,norris,monza,23.0,9.0,35.787222222226774,-3.1616666666621143
2020,4,norris,monza,24.0,7.0,71.59527777777748,44.61861111111081
2020,4,norris,monza,25.0,7.0,114.58944444444023,42.54416666666245
2020,4,norris,monza,26.0,7.0,53.514722222232194,-76.98138888887891
2020,4,norris,monza,27.0,7.0,15.759999999994761,15.426666666661427
2020,4,norris,monza,28.0,7.0,46.76694444444547,37.24111111111213
2020,4,norris,monza,29.0,6.0,61.2524999999996,58.468888888888486
2020,4,norris,monza,30.0,5.0,60.350555555564824,13.926666666675935
2020,4,norris,monza,31.0,5.0,87.53833333334023,40.56472222222911
2020,4,norris,monza,32.0,5.0,116.01611111110833,40.52111111110834
2020,4,norris,monza,33.0,5.0,128.48222222222375,23.906666666668187
2020,4,norris,monza,34.0,5.0,85.25055555555537,-31.611666666666878
2020,4,norris,monza,35.0,5.0,57.27472222221968,-24.062500000002558
2020,4,norris,monza,36.0,4.0,207.126111111118,176.95611111111802
2020,4,norris,monza,37.0,4.0,261.69138888889574,68.09250000000688
2020,4,norris,monza,38.0,4.0,304.57000000000517,53.98222222222742
2020,4,norris,monza,39.0,4.0,295.9341666666687,8.142777777779827
2020,4,norris,monza,40.0,4.0,320.6927777777764,30.158333333332052
2020,4,norris,monza,41.0,4.0,320.5774999999994,11.57222222222174
2020,4,norris,monza,42.0,4.0,367.6344444444467,64.1786111111133
2020,4,norris,monza,43.0,4.0,401.53750000000036,48.532777777778165
2020,4,norris,monza,44.0,4.0,411.91555555555897,26.54750000000348
2020,4,norris,monza,45.0,4.0,432.5316666666713,30.419444444449198
2020,4,norris,monza,46.0,4.0,438.4100000000044,19.916666666671063
2020,4,norris,monza,47.0,4.0,446.89000000000306,23.500000000003183
2020,4,norris,monza,48.0,4.0,399.22583333334114,-28.84555555554772
2020,4,norris,monza,49.0,4.0,409.5036111111194,20.123333333341748
2020,4,norris,monza,50.0,4.0,394.9708333333465,5.295833333346536
2020,4,norris,monza,51.0,4.0,373.1780555555615,-4.783055555549481
2020,4,norris,monza,52.0,4.0,311.86361111110455,-43.73805555556214
2020,4,norris,monza,53.0,4.0,237.03472222221808,-60.74583333333749
2020,77,bottas,monza,1.0,6.0,97.6308333333318,97.36416666666513
2020,77,bottas,monza,2.0,6.0,56.81166666666559,-6.518055555556636
2020,77,bottas,monza,3.0,6.0,49.82916666667188,0.49805555556076797
2020,77,bottas,monza,4.0,6.0,55.284999999997126,6.534999999997119
2020,77,bottas,monza,5.0,6.0,37.09527777778112,-18.031388888885537
2020,77,bottas,monza,6.0,6.0,90.96000000000004,53.308055555555605
2020,77,bottas,monza,7.0,6.0,70.78944444444642,-11.049444444442472
2020,77,bottas,monza,8.0,6.0,78.826666666665,5.088055555553893
2020,77,bottas,monza,9.0,6.0,78.69555555554962,-4.370000000005945
2020,77,bottas,monza,10.0,6.0,40.52277777777272,-37.86972222222728
2020,77,bottas,monza,11.0,6.0,79.663611111112,38.366666666667584
2020,77,bottas,monza,12.0,6.0,81.37305555555122,-4.726944444448776
2020,77,bottas,monza,13.0,6.0,102.20583333333343,29.443611111111196
2020,77,bottas,monza,14.0,6.0,96.87555555554991,-1.8950000000056377
2020,77,bottas,monza,15.0,6.0,110.9527777777721,15.364444444438774
2020,77,bottas,monza,16.0,6.0,88.48694444444209,-29.62777777778014
2020,77,bottas,monza,17.0,6.0,134.4241666666594,47.69666666665941
2020,77,bottas,monza,18.0,6.0,148.1580555555529,11.272499999997336
2020,77,bottas,monza,19.0,6.0,151.60277777777173,4.2477777777717165
2020,77,bottas,monza,20.0,6.0,182.4205555555609,28.762500000005275
2020,77,bottas,monza,21.0,6.0,54.17250000000786,-130.8077777777699
2020,77,bottas,monza,22.0,7.0,25.180833333336523,-34.11944444444125
2020,77,bottas,monza,23.0,10.0,39.1813888888928,24.559166666670578
2020,77,bottas,monza,24.0,8.0,50.380555555553656,-11.504444444446356
2020,77,bottas,monza,25.0,8.0,30.820000000001528,-30.094999999998457
2020,77,bottas,monza,26.0,8.0,20.572222222214805,-17.45944444445186
2020,77,bottas,monza,27.0,8.0,0.7813888889031659,0.44805555556983234
2020,77,bottas,monza,28.0,8.0,27.410000000002583,-3.3133333333307498
2020,77,bottas,monza,29.0,7.0,48.73666666666395,19.306388888886175
2020,77,bottas,monza,30.0,6.0,56.75444444443656,-2.1461111111189695
2020,77,bottas,monza,31.0,6.0,50.9533333333311,-16.34861111111333
2020,77,bottas,monza,32.0,6.0,56.4213888888944,-4.233888888883385
2020,77,bottas,monza,33.0,6.0,55.05388888888501,-5.315555555559406
2020,77,bottas,monza,34.0,6.0,63.55694444444907,0.7969444444490676
2020,77,bottas,monza,35.0,6.0,49.02722222221746,-18.168888888893633
2020,77,bottas,monza,36.0,6.0,59.339444444435685,-4.949166666675424
2020,77,bottas,monza,37.0,5.0,68.5716666666649,24.877222222220453
2020,77,bottas,monza,38.0,5.0,74.99055555555788,-5.702777777775452
2020,77,bottas,monza,39.0,5.0,100.00861111111226,10.04083333333449
2020,77,bottas,monza,40.0,5.0,89.18027777777843,-21.78305555555491
2020,77,bottas,monza,41.0,5.0,68.30749999999625,-30.100555555559325
2020,77,bottas,monza,42.0,5.0,64.2030555555566,-14.985555555554527
2020,77,bottas,monza,43.0,5.0,59.3100000000004,-16.523611111110696
2020,77,bottas,monza,44.0,5.0,49.97277777778072,-17.54944444444149
2020,77,bottas,monza,45.0,5.0,65.28388888888821,4.604444444443757
2020,77,bottas,monza,46.0,5.0,55.93166666666548,-18.510833333334517
2020,77,bottas,monza,47.0,5.0,69.86111111111222,2.2472222222233427
2020,77,bottas,monza,48.0,5.0,104.90583333332688,25.081944444438008
2020,77,bottas,monza,49.0,5.0,111.37277777777308,-2.311666666671371
2020,77,bottas,monza,50.0,5.0,85.69722222221935,-38.81638888889175
2020,77,bottas,monza,51.0,5.0,67.57166666666217,-36.17638888889337
2020,77,bottas,monza,52.0,5.0,50.911944444448636,-26.352499999995786
2020,77,bottas,monza,53.0,5.0,81.7613888888909,20.20111111111312
2020,3,ricciardo,monza,1.0,5.0,48.64944444444518,48.382777777778514
2020,3,ricciardo,monza,2.0,5.0,69.98333333333449,-6.094166666665501
2020,3,ricciardo,monza,3.0,5.0,78.61499999999705,-1.8208333333362674
2020,3,ricciardo,monza,4.0,5.0,80.99416666667275,-7.7611111111050235
2020,3,ricciardo,monza,5.0,5.0,71.97111111111735,-13.647777777771509
2020,3,ricciardo,monza,6.0,5.0,80.54888888889036,6.698055555557019
2020,3,ricciardo,monza,7.0,5.0,107.54722222222244,29.603333333333566
2020,3,ricciardo,monza,8.0,5.0,127.0802777777817,10.650000000003928
2020,3,ricciardo,monza,9.0,5.0,86.4625000000051,-48.07194444443937
2020,3,ricciardo,monza,10.0,5.0,97.5086111111159,4.3769444444492365
2020,3,ricciardo,monza,11.0,5.0,86.67250000000149,-10.468888888887392
2020,3,ricciardo,monza,12.0,5.0,68.89416666666602,-19.39166666666732
2020,3,ricciardo,monza,13.0,5.0,83.91222222222314,8.469722222223126
2020,3,ricciardo,monza,14.0,5.0,91.54444444444653,7.283333333335406
2020,3,ricciardo,monza,15.0,5.0,100.92472222222386,10.730000000001638
2020,3,ricciardo,monza,16.0,5.0,127.54611111111444,26.77277777778113
2020,3,ricciardo,monza,17.0,5.0,103.17222222223245,-20.96944444443423
2020,3,ricciardo,monza,18.0,5.0,118.63666666666995,21.643611111114367
2020,3,ricciardo,monza,19.0,5.0,120.8161111111167,4.960833333338911
2020,3,ricciardo,monza,20.0,5.0,126.1491666666625,4.3763888888847475
